 

stn;time;gre000z0;tre200s0;sre000z0
STG;202407251310;855;21.5;10
STG;202407251320;848;21.7;10
STG;202407251330;840;22.0;10
STG;202407251340;805;21.8;10
STG;202407251350;699;21.9;10
STG;202407251400;842;22.6;10
STG;202407251410;774;22.3;10
STG;202407251420;774;22.4;10
STG;202407251430;644;22.6;10
STG;202407251440;524;22.4;10
STG;202407251450;551;22.4;10
STG;202407251500;604;22.5;10
STG;202407251510;320;21.6;1
STG;202407251520;525;22.0;10
STG;202407251530;609;22.5;10
STG;202407251540;550;22.3;10
STG;202407251550;468;22.3;10
STG;202407251600;455;22.0;10
STG;202407251610;462;22.2;10
STG;202407251620;431;22.4;10
STG;202407251630;378;22.3;10
STG;202407251640;309;22.0;10
STG;202407251650;162;21.7;5
STG;202407251700;146;21.6;0
STG;202407251710;190;21.6;2
STG;202407251720;158;21.4;0
STG;202407251730;117;21.3;0
STG;202407251740;77;21.0;0
STG;202407251750;68;20.6;0
STG;202407251800;139;20.8;9
STG;202407251810;137;21.2;10
STG;202407251820;86;20.8;10
STG;202407251830;61;20.4;8
STG;202407251840;34;20.1;0
STG;202407251850;18;18.9;0
STG;202407251900;6;18.7;0
STG;202407251910;0;18.5;0
STG;202407251920;0;18.7;0
STG;202407251930;0;18.3;0
STG;202407251940;0;18.6;0
STG;202407251950;0;18.5;0
STG;202407252000;0;18.1;0
STG;202407252010;0;17.9;0
STG;202407252020;0;17.8;0
STG;202407252030;0;17.7;0
STG;202407252040;0;17.7;0
STG;202407252050;0;18.4;0
STG;202407252100;0;17.9;0
STG;202407252110;0;18.2;0
STG;202407252120;0;18.2;0
STG;202407252130;0;17.7;0
STG;202407252140;0;18.1;0
STG;202407252150;0;18.8;0
STG;202407252200;0;18.5;0
STG;202407252210;0;18.3;0
STG;202407252220;0;17.5;0
STG;202407252230;0;17.5;0
STG;202407252240;0;17.6;0
STG;202407252250;0;17.8;0
STG;202407252300;0;17.3;0
STG;202407252310;0;17.4;0
STG;202407252320;0;17.3;0
STG;202407252330;0;17.2;0
STG;202407252340;0;17.1;0
STG;202407252350;0;17.3;0
STG;202407260000;0;17.4;0
STG;202407260010;0;17.8;0
STG;202407260020;0;17.8;0
STG;202407260030;0;17.5;0
STG;202407260040;0;17.4;0
STG;202407260050;0;17.5;0
STG;202407260100;0;17.6;0
STG;202407260110;0;17.2;0
STG;202407260120;0;17.1;0
STG;202407260130;0;17.3;0
STG;202407260140;0;17.0;0
STG;202407260150;0;17.0;0
STG;202407260200;0;17.1;0
STG;202407260210;0;16.7;0
STG;202407260220;0;17.1;0
STG;202407260230;0;17.2;0
STG;202407260240;0;17.4;0
STG;202407260250;0;17.2;0
STG;202407260300;0;17.4;0
STG;202407260310;0;17.2;0
STG;202407260320;0;17.0;0
STG;202407260330;0;16.8;0
STG;202407260340;0;17.1;0
STG;202407260350;0;16.8;0
STG;202407260400;3;17.2;0
STG;202407260410;7;17.4;0
STG;202407260420;19;17.4;0
STG;202407260430;37;17.2;4
STG;202407260440;39;17.3;3
STG;202407260450;34;17.5;0
STG;202407260500;43;17.4;0
STG;202407260510;48;17.5;0
STG;202407260520;65;17.4;0
STG;202407260530;79;17.6;0
STG;202407260540;108;17.8;0
STG;202407260550;235;18.6;10
STG;202407260600;147;17.8;1
STG;202407260610;116;17.9;0
STG;202407260620;142;18.0;0
STG;202407260630;243;18.3;10
STG;202407260640;408;19.0;10
STG;202407260650;402;19.1;10
STG;202407260700;339;18.9;10
STG;202407260710;428;19.2;10
STG;202407260720;426;19.8;10
STG;202407260730;463;19.9;10
STG;202407260740;531;20.5;10
STG;202407260750;514;21.0;10
STG;202407260800;492;21.0;10
STG;202407260810;674;21.4;10
STG;202407260820;479;21.2;8
STG;202407260830;464;21.0;9
STG;202407260840;608;21.2;10
STG;202407260850;614;20.9;10
STG;202407260900;448;21.1;8
STG;202407260910;621;21.2;10
STG;202407260920;546;21.1;10
STG;202407260930;608;21.7;10
STG;202407260940;664;22.1;10
STG;202407260950;871;22.7;10
STG;202407261000;527;21.6;9
STG;202407261010;675;22.1;10
STG;202407261020;764;22.8;10
STG;202407261030;839;22.0;10
STG;202407261040;779;22.9;10
STG;202407261050;815;22.7;10
STG;202407261100;857;23.3;10
STG;202407261110;852;23.6;10
STG;202407261120;823;23.4;10
STG;202407261130;929;23.5;10
STG;202407261140;896;23.4;10
STG;202407261150;880;24.4;10
STG;202407261200;869;24.2;10
STG;202407261210;851;24.3;10
STG;202407261220;890;23.8;10
STG;202407261230;874;23.8;10
STG;202407261240;851;23.8;10
STG;202407261250;843;24.9;10
STG;202407261300;839;24.9;10
STG;202407261310;841;24.8;10
STG;202407261320;831;25.0;10
STG;202407261330;812;24.5;10
STG;202407261340;791;24.3;10
STG;202407261350;754;24.2;10
STG;202407261400;743;24.1;10
STG;202407261410;722;25.0;10
STG;202407261420;696;24.0;10
STG;202407261430;675;24.5;10
STG;202407261440;672;24.5;10
STG;202407261450;639;24.7;10
STG;202407261500;607;24.6;10
STG;202407261510;593;24.7;10
STG;202407261520;557;24.5;10
STG;202407261530;529;24.7;10
STG;202407261540;508;24.9;10
STG;202407261550;475;24.6;10
STG;202407261600;449;24.9;10
STG;202407261610;424;24.6;10
STG;202407261620;385;24.1;10
STG;202407261630;347;24.2;10
STG;202407261640;313;24.3;10
STG;202407261650;295;24.1;10
STG;202407261700;265;23.7;10
STG;202407261710;239;23.5;10
STG;202407261720;215;23.4;10
STG;202407261730;182;23.5;10
STG;202407261740;144;23.1;10
STG;202407261750;105;22.6;6
STG;202407261800;89;22.1;6
STG;202407261810;62;22.5;1
STG;202407261820;52;22.1;2
STG;202407261830;51;21.9;4
STG;202407261840;30;21.6;0
STG;202407261850;13;21.2;0
STG;202407261900;5;20.7;0
STG;202407261910;0;20.6;0
STG;202407261920;0;20.4;0
STG;202407261930;0;20.4;0
STG;202407261940;0;20.8;0
STG;202407261950;0;20.3;0
STG;202407262000;0;20.3;0
STG;202407262010;0;20.2;0
STG;202407262020;0;20.1;0
STG;202407262030;0;21.0;0
STG;202407262040;0;20.1;0
STG;202407262050;0;20.2;0
STG;202407262100;0;20.1;0
STG;202407262110;0;20.1;0
STG;202407262120;0;19.8;0
STG;202407262130;0;19.7;0
STG;202407262140;0;20.2;0
STG;202407262150;0;20.0;0
STG;202407262200;0;20.1;0
STG;202407262210;0;20.7;0
STG;202407262220;0;20.3;0
STG;202407262230;0;20.3;0
STG;202407262240;0;20.1;0
STG;202407262250;0;19.9;0
STG;202407262300;0;19.4;0
STG;202407262310;0;19.7;0
STG;202407262320;0;19.3;0
STG;202407262330;0;19.5;0
STG;202407262340;0;20.2;0
STG;202407262350;0;19.8;0
STG;202407270000;0;19.8;0
STG;202407270010;0;21.2;0
STG;202407270020;0;21.5;0
STG;202407270030;0;20.2;0
STG;202407270040;0;20.4;0
STG;202407270050;0;19.7;0
STG;202407270100;0;20.0;0
STG;202407270110;0;20.0;0
STG;202407270120;0;19.4;0
STG;202407270130;0;19.9;0
STG;202407270140;0;20.3;0
STG;202407270150;0;19.4;0
STG;202407270200;0;19.6;0
STG;202407270210;0;18.4;0
STG;202407270220;0;18.4;0
STG;202407270230;0;19.4;0
STG;202407270240;0;19.2;0
STG;202407270250;0;20.7;0
STG;202407270300;0;21.2;0
STG;202407270310;0;21.4;0
STG;202407270320;0;21.1;0
STG;202407270330;0;21.6;0
STG;202407270340;0;21.2;0
STG;202407270350;0;21.2;0
STG;202407270400;2;21.7;0
STG;202407270410;8;21.5;0
STG;202407270420;14;22.2;0
STG;202407270430;31;22.3;0
STG;202407270440;50;22.3;0
STG;202407270450;56;22.3;0
STG;202407270500;89;22.2;6
STG;202407270510;127;22.5;6
STG;202407270520;113;22.3;0
STG;202407270530;97;22.6;0
STG;202407270540;104;22.4;0
STG;202407270550;121;22.7;0
STG;202407270600;173;23.0;4
STG;202407270610;156;22.6;0
STG;202407270620;183;21.6;0
STG;202407270630;175;21.8;0
STG;202407270640;181;21.6;0
STG;202407270650;236;22.2;0
STG;202407270700;232;22.3;0
STG;202407270710;186;22.2;0
STG;202407270720;166;22.0;0
STG;202407270730;263;22.5;0
STG;202407270740;316;22.7;1
STG;202407270750;507;23.3;5
STG;202407270800;333;22.9;0
STG;202407270810;328;23.1;0
STG;202407270820;510;23.8;5
STG;202407270830;473;24.2;4
STG;202407270840;472;24.3;5
STG;202407270850;713;24.3;10
STG;202407270900;730;24.6;8
STG;202407270910;792;25.6;8
STG;202407270920;483;24.1;2
STG;202407270930;837;25.1;10
STG;202407270940;815;24.8;10
STG;202407270950;807;25.2;10
STG;202407271000;813;24.7;10
STG;202407271010;841;25.2;10
STG;202407271020;855;25.1;10
STG;202407271030;863;25.3;10
STG;202407271040;866;25.1;10
STG;202407271050;871;25.0;10
STG;202407271100;876;25.0;10
STG;202407271110;888;25.9;10
STG;202407271120;888;25.5;10
STG;202407271130;890;26.7;10
STG;202407271140;891;25.9;10
STG;202407271150;888;26.4;10
STG;202407271200;865;26.5;10
STG;202407271210;878;26.0;10
STG;202407271220;874;26.2;10
STG;202407271230;896;26.6;10
STG;202407271240;877;26.4;10
STG;202407271250;893;26.6;10
STG;202407271300;881;26.4;10
STG;202407271310;870;26.9;10
STG;202407271320;813;26.6;10
STG;202407271330;794;26.6;10
STG;202407271340;786;26.8;10
STG;202407271350;774;27.0;10
STG;202407271400;782;27.1;10
STG;202407271410;744;27.2;10
STG;202407271420;545;26.6;8
STG;202407271430;511;26.5;8
STG;202407271440;704;26.9;10
STG;202407271450;705;26.8;10
STG;202407271500;644;26.2;10
STG;202407271510;562;27.0;9
STG;202407271520;382;26.2;7
STG;202407271530;390;26.7;3
STG;202407271540;254;25.9;1
STG;202407271550;178;25.8;0
STG;202407271600;276;25.9;0
STG;202407271610;316;26.1;3
STG;202407271620;209;25.9;0
STG;202407271630;241;26.0;2
STG;202407271640;152;25.4;0
STG;202407271650;187;25.6;2
STG;202407271700;288;26.0;8
STG;202407271710;146;25.8;1
STG;202407271720;141;25.3;1
STG;202407271730;198;25.8;7
STG;202407271740;123;25.1;2
STG;202407271750;61;25.6;0
STG;202407271800;40;24.5;0
STG;202407271810;22;24.0;0
STG;202407271820;20;23.8;0
STG;202407271830;18;23.4;0
STG;202407271840;19;23.6;0
STG;202407271850;12;22.8;0
STG;202407271900;3;22.5;0
STG;202407271910;0;22.4;0
STG;202407271920;0;21.7;0
STG;202407271930;0;21.5;0
STG;202407271940;0;21.2;0
STG;202407271950;0;21.5;0
STG;202407272000;0;21.2;0
STG;202407272010;0;20.9;0
STG;202407272020;0;21.0;0
STG;202407272030;0;21.1;0
STG;202407272040;0;21.2;0
STG;202407272050;0;21.1;0
STG;202407272100;0;21.0;0
STG;202407272110;0;21.3;0
STG;202407272120;0;21.1;0
STG;202407272130;0;20.7;0
STG;202407272140;0;20.5;0
STG;202407272150;0;20.9;0
STG;202407272200;0;20.9;0
STG;202407272210;0;20.7;0
STG;202407272220;0;20.6;0
STG;202407272230;0;20.6;0
STG;202407272240;0;20.6;0
STG;202407272250;0;20.8;0
STG;202407272300;0;20.8;0
STG;202407272310;0;20.6;0
STG;202407272320;0;19.9;0
STG;202407272330;0;20.1;0
STG;202407272340;0;20.1;0
STG;202407272350;0;20.0;0
STG;202407280000;0;20.6;0
STG;202407280010;0;20.4;0
STG;202407280020;0;21.0;0
STG;202407280030;0;20.1;0
STG;202407280040;0;20.5;0
STG;202407280050;0;21.1;0
STG;202407280100;0;21.4;0
STG;202407280110;0;20.3;0
STG;202407280120;0;20.5;0
STG;202407280130;0;20.8;0
STG;202407280140;0;20.3;0
STG;202407280150;0;19.8;0
STG;202407280200;0;19.2;0
STG;202407280210;0;19.1;0
STG;202407280220;0;19.6;0
STG;202407280230;0;19.6;0
STG;202407280240;0;19.5;0
STG;202407280250;0;19.5;0
STG;202407280300;0;19.6;0
STG;202407280310;0;19.5;0
STG;202407280320;0;19.4;0
STG;202407280330;0;19.1;0
STG;202407280340;0;18.9;0
STG;202407280350;0;18.7;0
STG;202407280400;0;18.5;0
STG;202407280410;0;18.5;0
STG;202407280420;0;18.4;0
STG;202407280430;2;18.5;0
STG;202407280440;3;18.5;0
STG;202407280450;2;18.5;0
STG;202407280500;1;18.5;0
STG;202407280510;4;18.1;0
STG;202407280520;1;16.7;0
STG;202407280530;5;16.5;0
STG;202407280540;6;16.5;0
STG;202407280550;19;16.4;0
STG;202407280600;17;16.2;0
STG;202407280610;18;16.1;0
STG;202407280620;23;16.1;0
STG;202407280630;14;16.2;0
STG;202407280640;29;16.1;0
STG;202407280650;25;16.2;0
STG;202407280700;35;16.2;0
STG;202407280710;37;16.2;0
STG;202407280720;48;16.2;0
STG;202407280730;31;16.2;0
STG;202407280740;47;16.2;0
STG;202407280750;73;16.3;0
STG;202407280800;68;16.2;0
STG;202407280810;44;16.2;0
STG;202407280820;53;16.4;0
STG;202407280830;65;16.5;0
STG;202407280840;109;16.5;0
STG;202407280850;136;16.6;0
STG;202407280900;128;16.9;0
STG;202407280910;120;16.9;0
STG;202407280920;136;16.6;0
STG;202407280930;125;16.4;0
STG;202407280940;102;16.5;0
STG;202407280950;88;16.5;0
STG;202407281000;119;16.8;0
STG;202407281010;159;16.7;0
STG;202407281020;107;16.5;0
STG;202407281030;114;16.7;0
STG;202407281040;115;16.8;0
STG;202407281050;120;17.1;0
STG;202407281100;147;17.0;0
STG;202407281110;201;17.1;0
STG;202407281120;253;17.1;0
STG;202407281130;287;17.3;0
STG;202407281140;432;18.0;0
STG;202407281150;388;17.4;0
STG;202407281200;461;18.0;1
STG;202407281210;483;18.2;0
STG;202407281220;391;17.9;0
STG;202407281230;403;18.0;0
STG;202407281240;609;18.6;2
STG;202407281250;376;18.3;0
STG;202407281300;409;18.3;0
STG;202407281310;397;18.5;0
STG;202407281320;315;18.0;0
STG;202407281330;348;18.3;0
STG;202407281340;378;18.4;0
STG;202407281350;449;18.1;1
STG;202407281400;447;18.6;1
STG;202407281410;420;18.6;0
STG;202407281420;563;18.9;3
STG;202407281430;466;19.1;2
STG;202407281440;476;18.8;4
STG;202407281450;354;18.9;0
STG;202407281500;370;18.8;0
STG;202407281510;344;18.9;0
STG;202407281520;367;19.0;1
STG;202407281530;315;18.8;0
STG;202407281540;510;19.8;7
STG;202407281550;437;19.3;7
STG;202407281600;441;19.6;9
STG;202407281610;435;19.8;10
STG;202407281620;383;19.8;10
STG;202407281630;273;19.6;8
STG;202407281640;316;19.7;8
STG;202407281650;314;19.8;10
STG;202407281700;260;19.9;10
STG;202407281710;255;19.8;10
STG;202407281720;184;19.8;7
STG;202407281730;100;19.5;0
STG;202407281740;97;19.3;0
STG;202407281750;89;19.3;0
STG;202407281800;83;19.2;0
STG;202407281810;51;18.9;0
STG;202407281820;35;18.8;0
STG;202407281830;37;18.7;0
STG;202407281840;35;18.7;0
STG;202407281850;14;18.1;0
STG;202407281900;4;17.6;0
STG;202407281910;0;17.6;0
STG;202407281920;0;17.4;0
STG;202407281930;0;17.4;0
STG;202407281940;0;17.4;0
STG;202407281950;0;17.4;0
STG;202407282000;0;17.3;0
STG;202407282010;0;17.4;0
STG;202407282020;0;17.7;0
STG;202407282030;0;17.6;0
STG;202407282040;0;17.4;0
STG;202407282050;0;17.0;0
STG;202407282100;0;16.9;0
STG;202407282110;0;16.8;0
STG;202407282120;0;16.7;0
STG;202407282130;0;16.5;0
STG;202407282140;0;16.7;0
STG;202407282150;0;17.0;0
STG;202407282200;0;17.2;0
STG;202407282210;0;17.2;0
STG;202407282220;0;17.1;0
STG;202407282230;0;17.3;0
STG;202407282240;0;16.7;0
STG;202407282250;0;16.8;0
STG;202407282300;0;16.3;0
STG;202407282310;0;15.9;0
STG;202407282320;0;15.9;0
STG;202407282330;0;16.1;0
STG;202407282340;0;16.0;0
STG;202407282350;0;16.2;0
STG;202407290000;0;16.1;0
STG;202407290010;0;16.1;0
STG;202407290020;0;16.0;0
STG;202407290030;0;16.4;0
STG;202407290040;0;16.2;0
STG;202407290050;0;16.1;0
STG;202407290100;0;16.1;0
STG;202407290110;0;15.7;0
STG;202407290120;0;15.7;0
STG;202407290130;0;15.6;0
STG;202407290140;0;15.5;0
STG;202407290150;0;15.1;0
STG;202407290200;0;15.0;0
STG;202407290210;0;14.9;0
STG;202407290220;0;14.9;0
STG;202407290230;0;14.7;0
STG;202407290240;0;14.7;0
STG;202407290250;0;14.8;0
STG;202407290300;0;14.8;0
STG;202407290310;0;14.7;0
STG;202407290320;0;14.7;0
STG;202407290330;0;14.7;0
STG;202407290340;0;15.0;0
STG;202407290350;0;14.8;0
STG;202407290400;1;14.5;0
STG;202407290410;5;14.4;0
STG;202407290420;13;14.9;0
STG;202407290430;22;15.1;0
STG;202407290440;45;15.2;5
STG;202407290450;66;15.3;10
STG;202407290500;66;15.4;7
STG;202407290510;101;15.3;8
STG;202407290520;153;15.7;10
STG;202407290530;114;15.6;3
STG;202407290540;115;15.6;2
STG;202407290550;147;15.3;3
STG;202407290600;178;14.9;4
STG;202407290610;272;15.2;9
STG;202407290620;205;15.4;3
STG;202407290630;263;15.9;6
STG;202407290640;181;15.8;2
STG;202407290650;259;16.3;4
STG;202407290700;252;16.3;2
STG;202407290710;278;16.6;3
STG;202407290720;362;16.9;5
STG;202407290730;408;17.3;7
STG;202407290740;387;17.3;8
STG;202407290750;583;17.8;10
STG;202407290800;594;17.8;10
STG;202407290810;618;18.3;10
STG;202407290820;640;17.9;10
STG;202407290830;663;18.4;10
STG;202407290840;686;18.6;10
STG;202407290850;709;19.0;10
STG;202407290900;728;18.9;10
STG;202407290910;751;19.2;10
STG;202407290920;767;18.8;10
STG;202407290930;793;18.8;10
STG;202407290940;781;19.4;10
STG;202407290950;777;19.9;10
STG;202407291000;853;19.7;10
STG;202407291010;844;20.7;10
STG;202407291020;849;20.3;10
STG;202407291030;863;20.7;10
STG;202407291040;855;21.3;10
STG;202407291050;883;21.4;10
STG;202407291100;884;21.7;10
STG;202407291110;891;21.6;10
STG;202407291120;899;21.9;10
STG;202407291130;900;21.6;10
STG;202407291140;899;21.8;10
STG;202407291150;897;23.0;10
STG;202407291200;896;22.5;10
STG;202407291210;889;22.3;10
STG;202407291220;884;22.3;10
STG;202407291230;876;22.3;10
STG;202407291240;870;23.4;10
STG;202407291250;858;23.0;10
STG;202407291300;849;23.3;10
STG;202407291310;836;23.3;10
STG;202407291320;822;23.3;10
STG;202407291330;807;23.0;10
STG;202407291340;793;23.4;10
STG;202407291350;775;23.2;10
STG;202407291400;756;23.5;10
STG;202407291410;736;24.0;10
STG;202407291420;716;24.1;10
STG;202407291430;691;23.4;10
STG;202407291440;670;23.8;10
STG;202407291450;643;23.8;10
STG;202407291500;622;24.2;10
STG;202407291510;596;23.8;10
STG;202407291520;569;23.9;10
STG;202407291530;540;24.1;10
STG;202407291540;512;23.9;10
STG;202407291550;485;24.0;10
STG;202407291600;455;24.3;10
STG;202407291610;427;24.0;10
STG;202407291620;397;24.0;10
STG;202407291630;368;24.0;10
STG;202407291640;338;23.6;10
STG;202407291650;308;23.7;10
STG;202407291700;279;23.6;10
STG;202407291710;251;23.6;10
STG;202407291720;222;23.7;10
STG;202407291730;193;23.5;10
STG;202407291740;163;23.0;10
STG;202407291750;133;23.5;10
STG;202407291800;105;23.4;10
STG;202407291810;80;22.8;10
STG;202407291820;58;22.4;10
STG;202407291830;41;22.2;10
STG;202407291840;25;22.1;2
STG;202407291850;12;21.3;0
STG;202407291900;3;20.8;0
STG;202407291910;0;20.5;0
STG;202407291920;0;20.2;0
STG;202407291930;0;19.8;0
STG;202407291940;0;20.0;0
STG;202407291950;0;19.6;0
STG;202407292000;0;19.5;0
STG;202407292010;0;19.2;0
STG;202407292020;0;19.3;0
STG;202407292030;0;19.5;0
STG;202407292040;0;19.2;0
STG;202407292050;0;19.1;0
STG;202407292100;0;18.9;0
STG;202407292110;0;18.6;0
STG;202407292120;0;18.5;0
STG;202407292130;0;18.6;0
STG;202407292140;0;18.6;0
STG;202407292150;0;18.2;0
STG;202407292200;0;18.5;0
STG;202407292210;0;18.4;0
STG;202407292220;0;18.1;0
STG;202407292230;0;18.1;0
STG;202407292240;0;18.2;0
STG;202407292250;0;18.0;0
STG;202407292300;0;18.5;0
STG;202407292310;0;18.5;0
STG;202407292320;0;18.2;0
STG;202407292330;0;18.2;0
STG;202407292340;0;18.3;0
STG;202407292350;0;18.2;0
STG;202407300000;0;18.1;0
STG;202407300010;0;18.2;0
STG;202407300020;0;18.2;0
STG;202407300030;0;18.1;0
STG;202407300040;0;17.9;0
STG;202407300050;0;17.8;0
STG;202407300100;0;17.7;0
STG;202407300110;0;17.5;0
STG;202407300120;0;17.5;0
STG;202407300130;0;17.5;0
STG;202407300140;0;17.6;0
STG;202407300150;0;17.8;0
STG;202407300200;0;17.9;0
STG;202407300210;0;17.9;0
STG;202407300220;0;18.0;0
STG;202407300230;0;18.0;0
STG;202407300240;0;18.1;0
STG;202407300250;0;18.0;0
STG;202407300300;0;18.2;0
STG;202407300310;0;18.2;0
STG;202407300320;0;18.4;0
STG;202407300330;0;18.1;0
STG;202407300340;0;17.9;0
STG;202407300350;0;17.7;0
STG;202407300400;3;17.6;0
STG;202407300410;7;17.6;0
STG;202407300420;15;17.5;0
STG;202407300430;31;17.5;3
STG;202407300440;47;17.8;10
STG;202407300450;65;17.7;10
STG;202407300500;63;17.4;7
STG;202407300510;109;17.6;9
STG;202407300520;144;17.5;10
STG;202407300530;171;17.6;10
STG;202407300540;198;18.3;10
STG;202407300550;226;18.5;10
STG;202407300600;241;18.6;10
STG;202407300610;283;18.4;10
STG;202407300620;313;18.9;10
STG;202407300630;341;19.1;10
STG;202407300640;369;19.1;10
STG;202407300650;398;19.4;10
STG;202407300700;426;19.4;10
STG;202407300710;454;19.9;10
STG;202407300720;483;19.9;10
STG;202407300730;510;20.0;10
STG;202407300740;535;20.4;10
STG;202407300750;559;20.5;10
STG;202407300800;583;21.2;10
STG;202407300810;609;21.1;10
STG;202407300820;632;21.7;10
STG;202407300830;654;21.6;10
STG;202407300840;676;22.3;10
STG;202407300850;700;22.2;10
STG;202407300900;722;23.3;10
STG;202407300910;743;23.3;10
STG;202407300920;760;23.6;10
STG;202407300930;781;23.4;10
STG;202407300940;799;23.5;10
STG;202407300950;815;24.2;10
STG;202407301000;830;23.9;10
STG;202407301010;841;24.3;10
STG;202407301020;855;24.7;10
STG;202407301030;869;25.1;10
STG;202407301040;892;25.0;10
STG;202407301050;879;25.5;10
STG;202407301100;844;25.7;10
STG;202407301110;869;25.8;10
STG;202407301120;863;25.9;10
STG;202407301130;876;26.0;10
STG;202407301140;884;26.4;10
STG;202407301150;859;26.2;10
STG;202407301200;881;26.8;10
STG;202407301210;893;26.7;10
STG;202407301220;772;27.0;10
STG;202407301230;822;27.5;10
STG;202407301240;864;27.0;10
STG;202407301250;836;27.2;10
STG;202407301300;818;27.0;10
STG;202407301310;850;27.1;10
STG;202407301320;828;26.9;10
STG;202407301330;812;27.4;10
STG;202407301340;779;27.4;10
STG;202407301350;767;27.7;10
STG;202407301400;742;27.9;10
STG;202407301410;715;27.6;10
STG;202407301420;695;27.9;10
STG;202407301430;673;27.6;10
STG;202407301440;652;27.5;10
STG;202407301450;627;27.5;10
STG;202407301500;600;27.4;10
STG;202407301510;575;27.5;10
STG;202407301520;549;27.8;10
STG;202407301530;522;27.6;10
STG;202407301540;484;27.8;10
STG;202407301550;455;27.9;10
STG;202407301600;430;27.9;10
STG;202407301610;401;27.9;10
STG;202407301620;370;28.0;10
STG;202407301630;342;27.8;10
STG;202407301640;311;28.0;10
STG;202407301650;283;27.3;10
STG;202407301700;255;27.9;10
STG;202407301710;229;27.2;10
STG;202407301720;199;27.2;10
STG;202407301730;170;26.0;10
STG;202407301740;141;26.4;10
STG;202407301750;116;26.7;10
STG;202407301800;91;26.0;10
STG;202407301810;66;25.7;5
STG;202407301820;45;25.3;0
STG;202407301830;32;24.4;0
STG;202407301840;20;24.2;0
STG;202407301850;9;23.5;0
STG;202407301900;4;23.5;0
STG;202407301910;0;23.3;0
STG;202407301920;0;24.0;0
STG;202407301930;0;23.9;0
STG;202407301940;0;24.1;0
STG;202407301950;0;23.3;0
STG;202407302000;0;23.4;0
STG;202407302010;0;23.3;0
STG;202407302020;0;23.2;0
STG;202407302030;0;23.3;0
STG;202407302040;0;22.5;0
STG;202407302050;0;23.5;0
STG;202407302100;0;23.3;0
STG;202407302110;0;23.5;0
STG;202407302120;0;23.8;0
STG;202407302130;0;23.8;0
STG;202407302140;0;23.2;0
STG;202407302150;0;23.1;0
STG;202407302200;0;22.5;0
STG;202407302210;0;22.4;0
STG;202407302220;0;22.5;0
STG;202407302230;0;21.8;0
STG;202407302240;0;21.8;0
STG;202407302250;0;22.5;0
STG;202407302300;0;23.5;0
STG;202407302310;0;23.7;0
STG;202407302320;0;22.2;0
STG;202407302330;0;22.4;0
STG;202407302340;0;22.4;0
STG;202407302350;0;23.0;0
STG;202407310000;0;23.0;0
STG;202407310010;0;22.8;0
STG;202407310020;0;22.9;0
STG;202407310030;0;22.4;0
STG;202407310040;0;22.9;0
STG;202407310050;0;23.2;0
STG;202407310100;0;23.5;0
STG;202407310110;0;23.3;0
STG;202407310120;0;22.9;0
STG;202407310130;0;22.9;0
STG;202407310140;0;22.5;0
STG;202407310150;0;23.0;0
STG;202407310200;0;23.0;0
STG;202407310210;0;23.1;0
STG;202407310220;0;22.9;0
STG;202407310230;0;22.7;0
STG;202407310240;0;23.1;0
STG;202407310250;0;22.8;0
STG;202407310300;0;22.6;0
STG;202407310310;0;22.8;0
STG;202407310320;0;23.1;0
STG;202407310330;0;21.9;0
STG;202407310340;0;22.1;0
STG;202407310350;0;21.2;0
STG;202407310400;0;21.0;0
STG;202407310410;4;21.3;0
STG;202407310420;13;21.6;0
STG;202407310430;23;21.9;0
STG;202407310440;36;22.1;0
STG;202407310450;53;21.8;0
STG;202407310500;72;22.3;1
STG;202407310510;94;22.4;10
STG;202407310520;119;22.1;10
STG;202407310530;144;22.7;10
STG;202407310540;171;22.8;10
STG;202407310550;198;22.6;10
STG;202407310600;227;22.6;10
STG;202407310610;257;22.5;10
STG;202407310620;284;22.6;10
STG;202407310630;315;23.1;10
STG;202407310640;345;23.0;10
STG;202407310650;374;23.7;10
STG;202407310700;404;24.7;10
STG;202407310710;431;24.5;10
STG;202407310720;459;24.6;10
STG;202407310730;487;24.8;10
STG;202407310740;514;25.3;10
STG;202407310750;541;25.4;10
STG;202407310800;568;25.9;10
STG;202407310810;593;25.8;10
STG;202407310820;615;25.4;10
STG;202407310830;634;25.0;10
STG;202407310840;657;24.5;10
STG;202407310850;679;24.2;10
STG;202407310900;701;24.2;10
STG;202407310910;724;24.5;10
STG;202407310920;734;24.7;10
STG;202407310930;762;25.1;10
STG;202407310940;778;25.5;10
STG;202407310950;792;25.4;10
STG;202407311000;806;25.3;10
STG;202407311010;818;25.5;10
STG;202407311020;833;25.6;10
STG;202407311030;832;26.4;10
STG;202407311040;843;26.4;10
STG;202407311050;861;26.7;10
STG;202407311100;863;26.6;10
STG;202407311110;858;27.3;10
STG;202407311120;872;26.8;10
STG;202407311130;878;27.3;10
STG;202407311140;874;27.3;10
STG;202407311150;871;27.3;10
STG;202407311200;870;28.0;10
STG;202407311210;873;27.7;10
STG;202407311220;868;27.7;10
STG;202407311230;862;28.0;10
STG;202407311240;855;27.8;10
STG;202407311250;844;28.2;10
STG;202407311300;831;28.2;10
STG;202407311310;821;29.1;10
STG;202407311320;811;28.7;10
STG;202407311330;798;28.9;10
STG;202407311340;774;29.0;10
STG;202407311350;739;29.0;10
STG;202407311400;749;29.2;10
STG;202407311410;531;28.7;9
STG;202407311420;529;28.7;10
STG;202407311430;332;28.3;4
